id,title,date,source,url,text,search_query,analysis_text,semantic_relevance,in_scope_score,out_scope_score,scope_margin,best_in_scope_category,best_out_scope_category,scope_keep,topic_id
455,How activewear brand LSKD keeps its startup culture - hcamag.com,2025-06-03 07:00:00,hcamag.com,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPcnVjQnJtVGZBMEVuYm5CNW5CaEVGWlJrY1lSVDZQMzZiTHBhOF9aNDR4Sm5QN19SSGZvUzZLeVhSSEx4LS1GTWxGUFB6SEdLa0RuX215Nmc4TGJySmZld0hLWDhpTVh4RVZTYlFCZTVYMll5QzFyTmxGdUZTOXBJZkJTenVvNjR5TWg3dkR5NTliTjEwVHVNV0NKcVduajNPZjlvcDBiRHltYng0Z1Y0ZFZHVFRvenQ2RG1B?oc=5,How activewear brand LSKD keeps its startup culture hcamag.com,UK activewear innovation,How activewear brand LSKD keeps its startup culture - hcamag.com. How activewear brand LSKD keeps its startup culture hcamag.com,0.3980335,0.40369737,0.27265206,0.13104531,"Technology and innovation affecting sportswear products,     athletic apparel, footwear and activewear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,5
74,lululemon brand profile in the UK 2025 - Statista,2026-06-24 07:00:00,Statista,https://news.google.com/rss/articles/CBMirgFBVV95cUxPb3NoRHpkWThpcDVveVZ4VE9SWGRwMm9SaUxpOWFoMDdiVHhmaTlBbHV4QjFWRmd0NjFwc2hMcFpjc19oeGFsYkl1N2FUMzFwdzBMN0VTMWtJOWQ1NnY3RVoxQ2lmdG9JMVJDMTgxSU5NYnZFNEZoZXh2Wkp1VkF3NnV5Z2hxc0l6cXpDZFYtUjlQeUFydVFDZkZtNGR2bHlJdTJXUElmdjRtZHU3RVE?oc=5,lululemon brand profile in the UK 2025 Statista,UK sportswear ecommerce,lululemon brand profile in the UK 2025 - Statista. lululemon brand profile in the UK 2025 Statista,0.3993412,0.46303615,0.33278894,0.1302472,"Sustainability, materials, circularity and product     innovation within sportswear, activewear and footwear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,-1
237,"The coolest activewear brands to know in 2026, tried and tested - cosmopolitan.com",2026-01-16 08:00:00,cosmopolitan.com,https://news.google.com/rss/articles/CBMiigFBVV95cUxQdUZKSC1vZEJicGw5TlV3cXFJcS1IbjU0cHJJMERIYjM4WGJJM1ZjdVR3NmRvV0g2S0F6RThGS2l3T00zcUEySDQtREkwbUlKeHFpY0FiR2xfY3I3NWczdFZDcHAtYXdpd2lETDA5TTZtRGxBTy1TMV96SThRQUFpbDdhWXVudWNyU1E?oc=5,"The coolest activewear brands to know in 2026, tried and tested cosmopolitan.com",UK fitness retail trends,"The coolest activewear brands to know in 2026, tried and tested - cosmopolitan.com. The coolest activewear brands to know in 2026, tried and tested cosmopolitan.com",0.35169813,0.45296475,0.32430804,0.12865672,"Consumer behaviour and changing consumer preferences     relating to sportswear, activewear, athletic footwear     and sports fashion.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,5
377,12 Wellness Trends Shaping the Industry in 2026 - Shopify,2025-09-17 07:00:00,Shopify,https://news.google.com/rss/articles/CBMic0FVX3lxTE5QOUpMSU45WU5kYXB5c1l1NUQyaktjWUhDQlJkeXNHUUdLZXZxWWY1ODVMLTYzSFppNUluVVhpTlIyVlA4ZVRPRUt1RzF4YVpYVU54NVZiQWpyWlgtMkVKRF9hVjF2RXo5cEYyYXo5RWY4eGM?oc=5,12 Wellness Trends Shaping the Industry in 2026 Shopify,UK fitness retail trends,12 Wellness Trends Shaping the Industry in 2026 - Shopify. 12 Wellness Trends Shaping the Industry in 2026 Shopify,0.49158162,0.44257417,0.31440952,0.12816465,"Changes in sportswear retail, shopping behaviour,     consumer demand and brand engagement.","Sports drinks, energy drinks, protein drinks,     hydration products, beverages and nutrition.",True,2
456,Nike in China: A sportswear giant’s journey back to the top - Daxue Consulting,2025-06-03 07:00:00,Daxue Consulting,https://news.google.com/rss/articles/CBMiVEFVX3lxTE4yU1g0LXZvSVNzX0xicmZsSGloWWdNbDQ3c2sxc3FjVW54b09vZ0laSzFWUGQ3U2JPbmxYa2w4UERXamZTQkRQR2s4OHpvaXBIVkhZcA?oc=5,Nike in China: A sportswear giant’s journey back to the top Daxue Consulting,UK sportswear digital retail,Nike in China: A sportswear giant’s journey back to the top - Daxue Consulting. Nike in China: A sportswear giant’s journey back to the top Daxue Consulting,0.3954872,0.5722393,0.44451475,0.12772453,"Sustainability, materials, circularity and product     innovation within sportswear, activewear and footwear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,3
353,"Top Athleisure Trends & Best Sustainable Activewear Brands In US: Comfort, Technology & Style in Motion - Fibre2Fashion",2025-10-16 05:44:01,Fibre2Fashion,https://news.google.com/rss/articles/CBMi5AFBVV95cUxOYjFMU0RGSW9ZLU9kLU9FYmY0RkZVTGhuMDhWVDFoMlhMbDJNYTQya21zUkJhU3hIZXpBZHZ6SElnNjgzNlducUJibG01ck5UYzFFNkFsOXVrUVkwWkdZb0hZano5WXFnTmRldEhpVW5XaFZmcnpXcUxOVHpwSlcxMzI0UW5OUVJ2aHdCR1F6QlNEdFNuc3FDTVhnSVpMOEtjLTMwZFN1QS1XVk5nSHNhQ2JfZFFCS2tMUTd6YWk0WUhReHdRanNVMGlFZkRSNFc1czhsbXRrVzJlby1UNnQ3T0JfdEk?oc=5,"Top Athleisure Trends & Best Sustainable Activewear Brands In US: Comfort, Technology & Style in Motion Fibre2Fashion",UK activewear innovation,"Top Athleisure Trends & Best Sustainable Activewear Brands In US: Comfort, Technology & Style in Motion - Fibre2Fashion. Top Athleisure Trends & Best Sustainable Activewear Brands In US: Comfort, Technology & Style in Motion Fibre2Fashion",0.43775955,0.5085873,0.38200948,0.12657782,"Consumer behaviour and changing consumer preferences     relating to sportswear, activewear, athletic footwear     and sports fashion.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,5
2,From stadiums to street style: Sports-fashion partnerships win over UK consumers - YouGov,2026-08-05 14:57:28,YouGov,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPOHdEQzFVSHRQa3pFTm5ZeTZ5eVN6QjlWSXhFMTMwQVVBTnU1TzVHTGt0R2VFRDRFWDJkbmhxekpCRFAtZ29jM2RYZ1lfLTBCZGpISDNTdk53dUt3Q0R3OS02MkY4V2NaWW5oNldSRHgteGtKbzlST3hHYUNZbGpQeE9Pald5TUd1VldWbVJiajdiSkJJQmJWeERDQkRZaXVNdEhLUWlLS0dLNTRVS1JScWtzYm5XeHVDOEhj?oc=5,From stadiums to street style: Sports-fashion partnerships win over UK consumers YouGov,UK sportswear consumer trends,From stadiums to street style: Sports-fashion partnerships win over UK consumers - YouGov. From stadiums to street style: Sports-fashion partnerships win over UK consumers YouGov,0.49172974,0.5666201,0.44333658,0.123283535,"Consumer behaviour and changing consumer preferences     relating to sportswear, activewear, athletic footwear     and sports fashion.","Sports tourism, sporting events, travel,     event ticketing and sports hospitality.",True,1
547,"Sports Apparel Market to Grow by USD 106.5 Billion (2025-2029), Boosted by Innovative Apparel and Product Premiumization, AI Redefining Market Landscape - Technavio - Yahoo Finance",2025-02-07 08:00:00,Yahoo Finance,https://news.google.com/rss/articles/CBMiggFBVV95cUxPSVJiZlZkV3JVRkQyMXhETURQT2x3MHQ1NHVGU3UwbEwyejVZcncwNXdpRGZmZmU2bE56SENLcDNKaUFKdEljbUJVaWVRdTRlS3d2WlI2MEM0VWgtQmI1MXFIdUh6ZVR4UHJVOGFEOGlKWHhuNFUxSnNjNkozYWI4VGR3?oc=5,"Sports Apparel Market to Grow by USD 106.5 Billion (2025-2029), Boosted by Innovative Apparel and Product Premiumization, AI Redefining Market Landscape - Technavio Yahoo Finance",UK athletic apparel innovation,"Sports Apparel Market to Grow by USD 106.5 Billion (2025-2029), Boosted by Innovative Apparel and Product Premiumization, AI Redefining Market Landscape - Technavio - Yahoo Finance. Sports Apparel Market to Grow by USD 106.5 Billion (2025-2029), Boosted by Innovative Apparel and Product Premiumization, AI Redefining Market Landscape - Technavio Yahoo Finance",0.45784578,0.6287171,0.50548923,0.123227894,"Technology and innovation affecting sportswear products,     athletic apparel, footwear and activewear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,0
440,ConsumerSignals: Consumer spending behavior - Deloitte,2025-06-18 14:01:30,Deloitte,https://news.google.com/rss/articles/CBMixwFBVV95cUxOYVRuVGdvRy1zR0VCRk44VTZON0RFUTZ6NzgyaEg2bThRZENIamNEdjdULUVwa19wamhzYmhBR1p4TS1iQzBVa0FwS2R4OGE4YnJSSnJKckhXTHoyTkVZUVlzQVdqU3ZNd1A4ZnNvcjF3ay1vX1ZrcThmVU5Bd3NoQXU1S3ZUZUZnb01WQ0FTSTdNZEFvTVhwZHhyOU5NY3Nzc05RN0U3QXFjNDRMX051WmFWWEdxSVFfWURoMFNLYlpKRjV6ZzFv?oc=5,ConsumerSignals: Consumer spending behavior Deloitte,UK sportswear consumer behaviour,ConsumerSignals: Consumer spending behavior - Deloitte. ConsumerSignals: Consumer spending behavior Deloitte,0.358612,0.3987659,0.27601498,0.12275091,"Changes in sportswear retail, shopping behaviour,     consumer demand and brand engagement.","Sports betting, gambling, betting applications,     bookmakers and sports wagering.",True,2
135,From wearable AI to TikTok Shop: how beauty is rewriting the retail growth playbook - Barclays Group,2026-04-09 16:33:36,Barclays Group,https://news.google.com/rss/articles/CBMiakFVX3lxTE0tc1JJUFlkRUdBWXlKV1dNU0JNQ3dmT2doSGNFWUQ4WXFLWVQ2RU9IWmZjam03SE1rN3FvQ0dFQ2ZNNExuNWVKd2NpRWhwZHJ4Qnl3bEpWSFVsNUlkWUZBTzdnbExVRHIyQUE?oc=5,From wearable AI to TikTok Shop: how beauty is rewriting the retail growth playbook Barclays Group,UK fitness retail trends,From wearable AI to TikTok Shop: how beauty is rewriting the retail growth playbook - Barclays Group. From wearable AI to TikTok Shop: how beauty is rewriting the retail growth playbook Barclays Group,0.43308556,0.45376474,0.33269736,0.121067375,"Changes in sportswear retail, shopping behaviour,     consumer demand and brand engagement.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,-1
537,"NIKE, Inc. and SKIMS Introduce New Brand for Women: NikeSKIMS — - About Nike",2025-02-18 08:00:00,About Nike,https://news.google.com/rss/articles/CBMigAFBVV95cUxNTWtUbGl2LWxKZldqUlR4SGlBeGt5aXg2UkMwcThIejlhN1lxVVVpQUlibkFvMEdmMWxLZW1hc0p4bWFXaThOLU5uMmJPVVg3d3cyWHQwNWxVeDY3eU1xVmtXTFhxcVNCNDdpeXVKVmVZMHJWTU9neGxRRnVJTjRNUw?oc=5,"NIKE, Inc. and SKIMS Introduce New Brand for Women: NikeSKIMS — About Nike",UK activewear innovation,"NIKE, Inc. and SKIMS Introduce New Brand for Women: NikeSKIMS — - About Nike. NIKE, Inc. and SKIMS Introduce New Brand for Women: NikeSKIMS — About Nike",0.36063153,0.51146096,0.39134514,0.12011582,"Consumer behaviour and changing consumer preferences     relating to sportswear, activewear, athletic footwear     and sports fashion.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,3
100,Forging an Edge in Fashion and Sports E-Commerce - The Business of Fashion,2026-05-19 07:00:00,The Business of Fashion,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNM0xpSGdTWmp3OXRqdGdlSzRWZ0pYVDNhWGtINUxDdVBoTFdIaXBFYkoxb2pTQUt3RmlERk5lbFJKTXhCTFpiOVNEaTVNN1BEQ3pGSUoyRlRid1NYVDNyRHpKV0ZQNWY1c2hQbjhYUUhrbWxMNzRFaTJYWjc3TmRJQnh5TmhIcGlVNVo4aUJyMXdsd3JjZms0ZVo2VEFmSm96LXlGY1laTXdjSTN2dWhLMEthQVpETnQ0Vjl3MnB4ekJmeGV1bWI0SzU5bEt6R0VT?oc=5,Forging an Edge in Fashion and Sports E-Commerce The Business of Fashion,UK sportswear ecommerce,Forging an Edge in Fashion and Sports E-Commerce - The Business of Fashion. Forging an Edge in Fashion and Sports E-Commerce The Business of Fashion,0.4745592,0.6247062,0.5061987,0.118507504,"Digital technology affecting sportswear retail,     ecommerce, shopping, personalisation and consumer     experiences.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,-1
121,Fashion Insiders Rely On These Activewear Brands For A Reason - ELLE,2026-04-29 07:00:00,ELLE,https://news.google.com/rss/articles/CBMihAFBVV95cUxNNW9udjVXcUpBLU9GR01LUG5seXJjbmpRM2JqNUY5QUFDc3N1emd4akt3OTU3bFUzXzlPZzItSG9QWThPVFFuTjBKNG1YLWZtTTdDX3NxckhJbWl6dk9QVm5XcVNkc1M0UkhhRVIyTGtwS1hqTl9QMXpuQ3k5LTN6TXRuRW0?oc=5,Fashion Insiders Rely On These Activewear Brands For A Reason ELLE,UK sportswear market trends,Fashion Insiders Rely On These Activewear Brands For A Reason - ELLE. Fashion Insiders Rely On These Activewear Brands For A Reason ELLE,0.38047945,0.5027128,0.38614678,0.116566,"Sportswear, activewear, athletic apparel, athletic footwear,     sneakers and performance clothing products.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,5
166,The UK health and fitness sector - Savills,2026-03-12 07:00:00,Savills,https://news.google.com/rss/articles/CBMia0FVX3lxTE9IcFNvcHR4ZXFNTU42Y204MUUyT3Jtbk40eTNiNm52Q1phbHlpcW9OaTZnRFQ2WjU5RV94YmN0VjVlb1BTX1RVRTNtTjZSSmI4TlFDa01nd1FTaUMwRnY2bUxFM0dlSTVoaGhZ?oc=5,The UK health and fitness sector Savills,UK fitness retail trends,The UK health and fitness sector - Savills. The UK health and fitness sector Savills,0.394679,0.39505035,0.28097478,0.11407557,"Sustainability, materials, circularity and product     innovation within sportswear, activewear and footwear.","Sports tourism, sporting events, travel,     event ticketing and sports hospitality.",True,-1
236,Sportswear attitudes among Gen Z in the UK 2025 - Statista,2026-01-16 08:00:00,Statista,https://news.google.com/rss/articles/CBMioAFBVV95cUxOYU1uXzB2UGFXSDAzVVdMd25PRUhiTDBTTW1qN0Y4TG4yZ19Ib3BQYnl3ZW05Q1hkU29MZU84Zm1nN210R2duOWdoYlZUN2c0bW9SSHVvSGp6UUU1aS0tb3RabjRfQzVReklXT3RNekdvZ19fSVhYbHpTMllQeHdUR3BrNS1jQ2lXTmdtRmtYUG5QYV9EZTNQQmI2M2szZ3h1?oc=5,Sportswear attitudes among Gen Z in the UK 2025 Statista,UK activewear consumer trends,Sportswear attitudes among Gen Z in the UK 2025 - Statista. Sportswear attitudes among Gen Z in the UK 2025 Statista,0.48151833,0.64042753,0.5285075,0.11192006,"Consumer behaviour and changing consumer preferences     relating to sportswear, activewear, athletic footwear     and sports fashion.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,-1
150,Sports Apparel Market Size & Share | Growth Trends 2035 - Research Nester,2026-03-25 07:00:00,Research Nester,https://news.google.com/rss/articles/CBMic0FVX3lxTE94OG5xdHJYX0QweHlTdFY2ak15dFprR1VnaS1GUmJtY3hodktfNGN5dTNJYkZjMjlRQm9YOU9BM2dXYWlyX1BjSEJOT2RvekNxeXFFbl9nQkRUS2NYOElxS2ZZQ2VFVklIWHhhVEFNNktQSDQ?oc=5,Sports Apparel Market Size & Share | Growth Trends 2035 Research Nester,UK sportswear consumer trends,Sports Apparel Market Size & Share | Growth Trends 2035 - Research Nester. Sports Apparel Market Size & Share | Growth Trends 2035 Research Nester,0.47778574,0.60527945,0.49341258,0.11186686,"Changes in sportswear retail, shopping behaviour,     consumer demand and brand engagement.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,0
123,I tried 2026's biggest wellness trends - and these are the ones that changed my life - Glamour UK,2026-04-27 07:00:00,Glamour UK,https://news.google.com/rss/articles/CBMib0FVX3lxTE83LW54UF9JY3dxaFpQOTJ4Zlg1VXgzN2o3RlBBd3VCVlp6Zk01Vm9tVjNRVXdEQ3B3TGwyakhodVVBUzZ3V0lIWldpVDRaTDdFWVp5TUxjejhFWUpnRTMzZjRoUDFyb0FWTUpiaXNodw?oc=5,I tried 2026's biggest wellness trends - and these are the ones that changed my life Glamour UK,UK fitness retail trends,I tried 2026's biggest wellness trends - and these are the ones that changed my life - Glamour UK. I tried 2026's biggest wellness trends - and these are the ones that changed my life Glamour UK,0.38076046,0.37466237,0.26519248,0.10946989,"Changes in sportswear retail, shopping behaviour,     consumer demand and brand engagement.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,6
82,"Licensed Sports Merchandise Market to Reach USD 64.6 Billion by 2036 Amid Growing Demand for Official Fan Apparel and Digital Retail Expansion | Future Market Insights, Inc. - PR Newswire UK",2026-06-15 07:00:00,PR Newswire UK,https://news.google.com/rss/articles/CBMizAJBVV95cUxPQXRQUzFtQTZWY2JnQW5zanI1UWNLSGpUeDMwMERyNl9KdzB4TVhQTUlxWTFqLURpd1EtaTZLUWZDODItSGZtMVlWQ0VPSEJKRHVSWEFWMG4xZUNwQ3lBbXJ0YVk4RWRYTlNDcjFDTkZVb0lhdFdBUl9JSVRLejgyQlNKOXVELXJPOGdYN1RNQTdpYkZESWxWRGdnaXY1c3dVZ2hDN2YzSldUSGg2NjV6RmI5SW9uNkI5dHMtejBUS0pOY1JMRlpkUTV3aHA5VE1MNUwtNENDem9IRUp3UDRha3FPUkZJTUFBdmpMczZDbHQ2eU0tcEdDR0JKRlVuc2toRFFNMDY3MDk4Wl9jRERtTk5YVHBtZ01UT094Mk5SaE80RmROdEZuVEFjLUozblpKWjhpYk1HcFZkVHZqX2ZNT1VfcWdaOGpmdWIyNw?oc=5,"Licensed Sports Merchandise Market to Reach USD 64.6 Billion by 2036 Amid Growing Demand for Official Fan Apparel and Digital Retail Expansion | Future Market Insights, Inc. PR Newswire UK",UK sportswear digital retail,"Licensed Sports Merchandise Market to Reach USD 64.6 Billion by 2036 Amid Growing Demand for Official Fan Apparel and Digital Retail Expansion | Future Market Insights, Inc. - PR Newswire UK. Licensed Sports Merchandise Market to Reach USD 64.6 Billion by 2036 Amid Growing Demand for Official Fan Apparel and Digital Retail Expansion | Future Market Insights, Inc. PR Newswire UK",0.4179718,0.53951305,0.4302363,0.10927674,"Digital technology affecting sportswear retail,     ecommerce, shopping, personalisation and consumer     experiences.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,0
327,Gymshark unveils secrets of Onyx V5 innovation - Knitting Industry,2025-11-04 08:00:00,Knitting Industry,https://news.google.com/rss/articles/CBMiggFBVV95cUxNdVg3UUtCMDJVTVJwYXV2T0VTM25QSU1GZ2NXMEdQaVJCRElMV1BiM0J0TkhNcmdvQk5fZWdMN3NzckhWUDZTRzZ1eUczZzdPb0R0TWhkR1Ewc3dndG01bzF0Tzg1cVhfbVRocW92d2RYR053dmJIeEVhVWc5ci1qTzdB?oc=5,Gymshark unveils secrets of Onyx V5 innovation Knitting Industry,UK activewear innovation,Gymshark unveils secrets of Onyx V5 innovation - Knitting Industry. Gymshark unveils secrets of Onyx V5 innovation Knitting Industry,0.35039103,0.45352682,0.34437606,0.10915077,"Technology and innovation affecting sportswear products,     athletic apparel, footwear and activewear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,-1
609,"The sportswear boom at Fashion Month *should* be a good thing for diversity and representation - my unfiltered thoughts, as a Health Editor - Marie Claire UK",2024-10-04 07:00:00,Marie Claire UK,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQdFZOWU1RWHROVVg4TTFaVHlVOV9nWDZIbkFhcmNIdDNFSWYxRUwxdG1Nd19uNmNqN0pYdjF5X1hFbnJodGhZYUY2Zm54aERydGhXbjByeTlNQ1g4RTBTWEg3aXQwWGIxWFlYLVdqMG5udS1BUFpmWFdMN3FBdkRnYlAtSjlVTjU2Z1RF?oc=5,"The sportswear boom at Fashion Month *should* be a good thing for diversity and representation - my unfiltered thoughts, as a Health Editor Marie Claire UK",UK sportswear market trends,"The sportswear boom at Fashion Month *should* be a good thing for diversity and representation - my unfiltered thoughts, as a Health Editor - Marie Claire UK. The sportswear boom at Fashion Month *should* be a good thing for diversity and representation - my unfiltered thoughts, as a Health Editor Marie Claire UK",0.3825778,0.51663804,0.40776002,0.10887802,"Consumer behaviour and changing consumer preferences     relating to sportswear, activewear, athletic footwear     and sports fashion.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,-1
257,STREAMED AND RETAIL ENTERTAINMENT SALES GREW FOUR TIMES FASTER THAN UK ECONOMY IN 2025 - Entertainment Retailers Association,2026-01-06 08:00:00,Entertainment Retailers Association,https://news.google.com/rss/articles/CBMirgFBVV95cUxOWTJ2d3ZuUExnVW5kNVpCTGZvSVozU3Y5VmFHZVdCN0pzRkRuQ1ZBZ2hOSmZCeENTOTRKR0FmVWllZF85cEd6X25JYUt0ODRBaW10R1ZJd1dRQ2JxOWxFU2lJTzZLODJZbG5sa2V4YWdSamdLcFJtRlBNdWRDblNzamt0dXh5U2dCM3lyTVl4enZQQ3Q2YS1fWGQwRWVkMHRDdDU1RXJkZ1czVHN1aVE?oc=5,STREAMED AND RETAIL ENTERTAINMENT SALES GREW FOUR TIMES FASTER THAN UK ECONOMY IN 2025 Entertainment Retailers Association,UK sportswear digital retail,STREAMED AND RETAIL ENTERTAINMENT SALES GREW FOUR TIMES FASTER THAN UK ECONOMY IN 2025 - Entertainment Retailers Association. STREAMED AND RETAIL ENTERTAINMENT SALES GREW FOUR TIMES FASTER THAN UK ECONOMY IN 2025 Entertainment Retailers Association,0.41996673,0.42948595,0.3222619,0.10722405,"Digital technology affecting sportswear retail,     ecommerce, shopping, personalisation and consumer     experiences.","Sports broadcasting, television rights, streaming,     media coverage and sports viewing.",True,-1
321,Sportswear brand awareness KPI ranking UK 2025 - Statista,2025-11-07 08:00:00,Statista,https://news.google.com/rss/articles/CBMikgFBVV95cUxPZGg5bmJBZVZIdnZNYzFqOWNhaU9jLVhmaUxhblFrTGY3eW95WE1Ua0ptUFFJU21lUndMMUU3NHdMVVdSbmlDVVp3T0N4akd6c010UUJUNTlrR0M3Ni1ZOHVQSTBfem1PLTdkc1lybmtqTEZDcTZtbXI4MkJGeldob1piTzczbmhQelRXcTRfLTk2dw?oc=5,Sportswear brand awareness KPI ranking UK 2025 Statista,UK sportswear market trends,Sportswear brand awareness KPI ranking UK 2025 - Statista. Sportswear brand awareness KPI ranking UK 2025 Statista,0.4588745,0.59192157,0.48554608,0.106375486,"Consumer behaviour and changing consumer preferences     relating to sportswear, activewear, athletic footwear     and sports fashion.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,-1
276,The best activewear brands to help you hit your 2026 goals - British GQ,2025-12-22 08:00:00,British GQ,https://news.google.com/rss/articles/CBMickFVX3lxTE1qZDhINEZuSHJWM1lkUXBCcEpWam4zc2ZPVDF1Si1KNDZBWk1tVUxJcUtXdUZ5UnlNZnhYVnU1bk5UMjY4aG5oNDZfLUkxekNjcGVmSUVoaHZCLVdHQzBaOW90VFNLMG9BSVF3MXF3aURRZw?oc=5,The best activewear brands to help you hit your 2026 goals British GQ,UK activewear consumer trends,The best activewear brands to help you hit your 2026 goals - British GQ. The best activewear brands to help you hit your 2026 goals British GQ,0.4079467,0.47898972,0.37481743,0.10417229,"Sportswear, activewear, athletic apparel, athletic footwear,     sneakers and performance clothing products.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,5
698,Nike SWOT 2025 | SWOT Analysis of Nike - Business Strategy Hub,2024-01-13 23:28:17,Business Strategy Hub,https://news.google.com/rss/articles/CBMiaEFVX3lxTE13d0JwNWlCOWcySUxFWUE3VUh6cnNUWlI2ajZ5VDVJQ0VMSUs3b1BJeFl4aWhjZW9VQzZFVWRiWjZYWV9GNzRkTHQwYTFxOExWTEc3dVk4VF9WeUxXbzdoS3RHX3NhMkQ2?oc=5,Nike SWOT 2025 | SWOT Analysis of Nike Business Strategy Hub,UK athletic apparel innovation,Nike SWOT 2025 | SWOT Analysis of Nike - Business Strategy Hub. Nike SWOT 2025 | SWOT Analysis of Nike Business Strategy Hub,0.40647608,0.5042296,0.40023452,0.103995085,"Sustainability, materials, circularity and product     innovation within sportswear, activewear and footwear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,3
151,"Home Fitness Equipment Market Size to Reach USD 18.99 Billion by 2032, Reveals Maximize Market Research Analysis - PR Newswire UK",2026-03-25 07:00:00,PR Newswire UK,https://news.google.com/rss/articles/CBMi_wFBVV95cUxQVkIwcmlUYXkwUmlpN2ZKRmxlUmFIcWFLdWFHODdLelROaktTRjlreW84S1FBWXc1bktObW5XNjgtZEhyano1dDJjQmJGTjZwRW9ndXFmeldaVWdCc2ZQSHhNY1VlSkNCdVdvWjFNMG9mODhQV0NkN2hxX0Vxb0l1ZlF0OXRTeWRvYV9BaGxveXVNY3hWNXVGZzJUSzBsdGhXTG05NmRQRDU2QkhLbG5hbUx5bTBhVjBuaUJBRWVRUkZxTnUzeHp1U05iTE1rb2FxbjlIVVhLdWFIdUc4czZIamgzVTByUlJfSU5KS1pRdlZuQWRKQXRmWGxreUVFVXc?oc=5,"Home Fitness Equipment Market Size to Reach USD 18.99 Billion by 2032, Reveals Maximize Market Research Analysis PR Newswire UK",UK fitness consumer technology,"Home Fitness Equipment Market Size to Reach USD 18.99 Billion by 2032, Reveals Maximize Market Research Analysis - PR Newswire UK. Home Fitness Equipment Market Size to Reach USD 18.99 Billion by 2032, Reveals Maximize Market Research Analysis PR Newswire UK",0.4309684,0.44552675,0.3418168,0.103709936,"Technology and innovation affecting sportswear products,     athletic apparel, footwear and activewear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,0
28,Design engineering knitted sportswear - Knitting Industry,2026-07-23 07:00:00,Knitting Industry,https://news.google.com/rss/articles/CBMidkFVX3lxTE0zaTZNUWZ1cEhWLVRiSmd3WkxtQWpEN3hEWERoRDY4WC1IY05Rd1RJcDNSOU1aU3I5ZnRILWUydldPQ2pkbzNDaW9jRGJfZTdJellJVUtKY3I1Y0sxWEc3REh1THRQTVd0WXVXREZQZGJ1N1JGNXc?oc=5,Design engineering knitted sportswear Knitting Industry,UK activewear innovation,Design engineering knitted sportswear - Knitting Industry. Design engineering knitted sportswear Knitting Industry,0.44046724,0.5822232,0.4785338,0.10368937,"Technology and innovation affecting sportswear products,     athletic apparel, footwear and activewear.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,-1
244,JD Sports to allow customers to shop via AI platforms - businesscloud.co.uk,2026-01-13 08:00:00,businesscloud.co.uk,https://news.google.com/rss/articles/CBMikAFBVV95cUxQSHRZenFIS0VyLWFJQTRHRmtXNUREY2JPVjFSdWpzblNjRVNZdTdJUnNrXzk0dkRnTnBFbWRJV21ZWXVOc1R2bjZPWE5zR3lQNVlzcV9WUUhYUjdCUzVaNW1QUnd2eU51RXFnWVBNVnN0UVFzeHhXZ2xWWjJDZ2VqYjJ6ZXUyWXRMdEVnbmkzNHE?oc=5,JD Sports to allow customers to shop via AI platforms businesscloud.co.uk,UK sportswear digital retail,JD Sports to allow customers to shop via AI platforms - businesscloud.co.uk. JD Sports to allow customers to shop via AI platforms businesscloud.co.uk,0.40086353,0.4649585,0.36247537,0.10248312,"Digital technology affecting sportswear retail,     ecommerce, shopping, personalisation and consumer     experiences.","Generic sports technology focused on athlete     performance rather than clothing, footwear,     retail or consumer behaviour.",True,1
